HC_ID,Date,date,month,day,year,proposal,status_result,text,Link,article_source_id,status_extra,From,from_name,from_latitude,from_longitude,from_adm1_code_full,from_adm1_nr,from_adm1_name,from_country_code,To,to_name,to_latitude,to_longitude,to_adm1_code_full,to_adm1_nr,to_adm1_name,to_country_code
179,21.03.22,2022-03-21,3,21,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; ""The Donetsk region. Several routes will be functioning to evacuate people from Mariupol to Zaporizhzhya, namely from Berdyansk to Zaporizhzhya, from Mangush community to Zaporizhzhya, and from Mykilske to Zaporizhzhya. Buses departed Zaporizhzhya along said routes at 8:00 a.m.,"" Vereshchuk said in a video address on Monday.  see source: https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981,src-38,proposed route/outcome unknown,Mangush (Donetsk),,47.05625,37.31193,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
180,21.03.22,2022-03-21,3,21,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; ""The Donetsk region. Several routes will be functioning to evacuate people from Mariupol to Zaporizhzhya, namely from Berdyansk to Zaporizhzhya, from Mangush community to Zaporizhzhya, and from Mykilske to Zaporizhzhya. Buses departed Zaporizhzhya along said routes at 8:00 a.m.,"" Vereshchuk said in a video address on Monday.  see source: https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981,src-38,proposed route/outcome unknown,Mykilske (Donetsk),Mykilske,49.53583,39.95945,UA.14,14,Luhansk,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
181,21.03.22,2022-03-21,3,21,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; ""The Kyiv region. From the village of Velyka Dymerka to Brovary. From the village of Vorzel to the village of Bilohorodka,"" she said.  see source: https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981,src-36,proposed route/outcome unknown,Velyka Dymerka (Kyiv regioin),,50.59278,30.91028,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
182,21.03.22,2022-03-21,3,21,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; ""The Kyiv region. From the village of Velyka Dymerka to Brovary. From the village of Vorzel to the village of Bilohorodka,"" she said.  see source: https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981,src-36,proposed route/outcome unknown,Vorzel (Kyiv region),Vorzel,50.5444,30.15305,UA.13,13,Kiev,UA,Bilohorodka,Bilohorodka,50.31667,25.55,UA.19,19,Rivne,UA
183,21.03.22,2022-03-21,3,21,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Humanitarian corridors will also link Bucha with Bilohorodka and Kozarovychi with Vyshhorod in the Kyiv region, she said.  see source: https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981,src-40,proposed route/outcome unknown,Bucha (Kyiv region),Bucha,50.58333,30.36667,UA.13,13,Kiev,UA,Bilohorodka,Bilohorodka,50.31667,25.55,UA.19,19,Rivne,UA
184,21.03.22,2022-03-21,3,21,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Humanitarian corridors will also link Bucha with Bilohorodka and Kozarovychi with Vyshhorod in the Kyiv region, she said.  see source: https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981,src-40,proposed route/outcome unknown,Kozarovychi (Kyiv region),Kozarovychi,50.75602,30.35269,UA.13,13,Kiev,UA,Vyshhorod,Vyshhorod,50.58476,30.4898,UA.13,13,Kiev,UA
185,21.03.22,2022-03-21,3,21,2022,Ukraine,successful,"Status: successful; In the Luhansk region, humanitarian corridors will link Lysychansk with Bakhmut, Severodonetsk with Bakhmut, and Hirske with Bakhmut, she said.;;; in the Luhansk region 300 people were evacuated to Bakhmut from Lysychansk, Sievierodonetsk and Hirne  see source: https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77180/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77180/?sphrase_id=81981,src-146,successful,Lysychansk (Luhansk),Lysychansk,48.90421,38.44094,UA.14,14,Luhansk,UA,Bakhmut (Luhansk),Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
186,21.03.22,2022-03-21,3,21,2022,Ukraine,successful,"Status: successful; In the Luhansk region, humanitarian corridors will link Lysychansk with Bakhmut, Severodonetsk with Bakhmut, and Hirske with Bakhmut, she said.;;; in the Luhansk region 300 people were evacuated to Bakhmut from Lysychansk, Sievierodonetsk and Hirne  see source: https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77180/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77180/?sphrase_id=81982,src-147,successful,Severodonetsk (Luhansk),,48.94991,38.47716,UA.14,14,Luhansk,UA,Bakhmut (Luhansk),Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
187,21.03.22,2022-03-21,3,21,2022,Ukraine,successful,"Status: successful; In the Luhansk region, humanitarian corridors will link Lysychansk with Bakhmut, Severodonetsk with Bakhmut, and Hirske with Bakhmut, she said.;;; in the Luhansk region 300 people were evacuated to Bakhmut from Lysychansk, Sievierodonetsk and Hirne  see source: https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77180/?sphrase_id=81983",https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77180/?sphrase_id=81983,src-148,successful,Hirske (Luhansk),Hirske,49.47095,23.79988,UA.15,15,Lviv Oblast,UA,Bakhmut (Luhansk),Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
188,22.03.22,2022-03-22,3,22,2022,Ukraine,successful,"Status: successful; KYIV. March 22 (Interfax-Ukraine) - As many as 8,057 civilians were evacuated through humanitarian corridors on March 22, Kyrylo Tymoshenko, deputy head of the Office of Ukrainian President Volodymyr Zelensky, said.
 ""A total of 8,057 people were evacuated via these humanitarian corridors. Of them, 3,007 people from Mariupol reached Zaporizhzhya,"" Tymoshenko said on Telegram on Monday evening.;;; KYIV. March 23 (Interfax-Ukraine) - More than 7,000 people left Mariupol along humanitarian corridors on March 22, Kyrylo Tymoshenko, deputy head of the Office of Ukrainian President Volodymyr Zelensky, said.
 
 ""As a matter of fact, more than 7,000 people were evacuated from Mariupol via humanitarian corridors during the day. They are 1,100 Mariupol residents, who were already in Berdyansk, and nearly 6,000 people who headed from Mariupol to Zaporizhzhya on their own vehicles,"" Tymoshenko said in televised remarks on Tuesday.  see source: https://interfax.com/newsroom/top-stories/77180/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678",https://interfax.com/newsroom/top-stories/77180/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678,src-149,successful,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
189,22.03.22,2022-03-22,3,22,2022,Ukraine,successful,Status: successful;   see source: https://interfax.com/newsroom/top-stories/77180/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83679,https://interfax.com/newsroom/top-stories/77180/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83679,src-150,successful,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
190,23.03.22,2022-03-23,3,23,2022,Ukraine,successful,"Status: successful; Meanwhile, Ukrainian Deputy Prime Minister and Minister for Reintegration of the Temporarily Occupied Territories Iryna Vereschuk said that nine humanitarian corridors have been approved for Wednesday.
 
 ""Nine humanitarian corridors have been approved in the Donetsk region from Mariupol to Zaporizhzhya... Berdyansk-Zaporizhzhya. Twenty-four buses are currently at the entry to Berdyansk. At 10:00 a.m. local time (11:00 a.m. Moscow time), they will enter the city to start evacuation,"" Vereshchuk said at a press briefing on Wednesday.
 
 There are also plans to open humanitarian corridors in the Zaporizhzhya region: from Polohy to Zaporizhzhya and from Hulyaypole to Zaporizhzhya, she said.
 
 In the Kyiv region, there will be humanitarian corridors from Velyka Dymerka to Brovary, from Bohdanivka to Brovary, from Borodyanka to Bila Tserkva, and from Svetilnya to Brovary.
 
 Humanitarian corridors from Rubezhne to Bakhmut and from Nyzhne to Bakhmut will be opened in the Luhansk region.
 
 ""These routes will also transit other cities where buses will stop to collect people - in Lysychansk, Sievierodonetsk...,"" Vereshchuk said.
 
 Vereshchuk said earlier that Mariupol residents who earlier arrived in Berdyansk were expected to be evacuated from Berdyansk on Wednesday.
 
 ""On Wednesday morning, buses will start picking up people from the gathering point near the city sports center,"" she said in a video address on Tuesday evening.
 
 Buses and a vehicle with petrol for Mariupol residents' cars were also expected to arrive from Zaporizhzhya. A total of 1,100 Mariupol residents, 5,926 of them on their own vehicles, left Berdyansk for Zaporizhzhya on Tuesday. Humanitarian aid was also delivered to Berdyansk, Vereshchuk said. ;;;;; 2,912 residents of Mariupol reached Zaporizhzhya on their own vehicles  see source: https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678 ;;; https://interfax.com/newsroom/top-stories/77284/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678 ;;; https://interfax.com/newsroom/top-stories/77284/?sphrase_id=85990,src-151,successful,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
191,23.03.22,2022-03-23,3,23,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Meanwhile, Ukrainian Deputy Prime Minister and Minister for Reintegration of the Temporarily Occupied Territories Iryna Vereschuk said that nine humanitarian corridors have been approved for Wednesday.
 
 ""Nine humanitarian corridors have been approved in the Donetsk region from Mariupol to Zaporizhzhya... Berdyansk-Zaporizhzhya. Twenty-four buses are currently at the entry to Berdyansk. At 10:00 a.m. local time (11:00 a.m. Moscow time), they will enter the city to start evacuation,"" Vereshchuk said at a press briefing on Wednesday.
 
 There are also plans to open humanitarian corridors in the Zaporizhzhya region: from Polohy to Zaporizhzhya and from Hulyaypole to Zaporizhzhya, she said.
 
 In the Kyiv region, there will be humanitarian corridors from Velyka Dymerka to Brovary, from Bohdanivka to Brovary, from Borodyanka to Bila Tserkva, and from Svetilnya to Brovary.
 
 Humanitarian corridors from Rubezhne to Bakhmut and from Nyzhne to Bakhmut will be opened in the Luhansk region.
 
 ""These routes will also transit other cities where buses will stop to collect people - in Lysychansk, Sievierodonetsk...,"" Vereshchuk said.
 
 Vereshchuk said earlier that Mariupol residents who earlier arrived in Berdyansk were expected to be evacuated from Berdyansk on Wednesday.
 
 ""On Wednesday morning, buses will start picking up people from the gathering point near the city sports center,"" she said in a video address on Tuesday evening.
 
 Buses and a vehicle with petrol for Mariupol residents' cars were also expected to arrive from Zaporizhzhya. A total of 1,100 Mariupol residents, 5,926 of them on their own vehicles, left Berdyansk for Zaporizhzhya on Tuesday. Humanitarian aid was also delivered to Berdyansk, Vereshchuk said. ;;;;; 2,912 residents of Mariupol reached Zaporizhzhya on their own vehicles  see source: https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678",https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678,src-5,proposed route/outcome unknown,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
192,23.03.22,2022-03-23,3,23,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Meanwhile, Ukrainian Deputy Prime Minister and Minister for Reintegration of the Temporarily Occupied Territories Iryna Vereschuk said that nine humanitarian corridors have been approved for Wednesday.
 
 ""Nine humanitarian corridors have been approved in the Donetsk region from Mariupol to Zaporizhzhya... Berdyansk-Zaporizhzhya. Twenty-four buses are currently at the entry to Berdyansk. At 10:00 a.m. local time (11:00 a.m. Moscow time), they will enter the city to start evacuation,"" Vereshchuk said at a press briefing on Wednesday.
 
 There are also plans to open humanitarian corridors in the Zaporizhzhya region: from Polohy to Zaporizhzhya and from Hulyaypole to Zaporizhzhya, she said.
 
 In the Kyiv region, there will be humanitarian corridors from Velyka Dymerka to Brovary, from Bohdanivka to Brovary, from Borodyanka to Bila Tserkva, and from Svetilnya to Brovary.
 
 Humanitarian corridors from Rubezhne to Bakhmut and from Nyzhne to Bakhmut will be opened in the Luhansk region.
 
 ""These routes will also transit other cities where buses will stop to collect people - in Lysychansk, Sievierodonetsk...,"" Vereshchuk said.
 
 Vereshchuk said earlier that Mariupol residents who earlier arrived in Berdyansk were expected to be evacuated from Berdyansk on Wednesday.
 
 ""On Wednesday morning, buses will start picking up people from the gathering point near the city sports center,"" she said in a video address on Tuesday evening.
 
 Buses and a vehicle with petrol for Mariupol residents' cars were also expected to arrive from Zaporizhzhya. A total of 1,100 Mariupol residents, 5,926 of them on their own vehicles, left Berdyansk for Zaporizhzhya on Tuesday. Humanitarian aid was also delivered to Berdyansk, Vereshchuk said. ;;;;; 2,912 residents of Mariupol reached Zaporizhzhya on their own vehicles  see source: https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678",https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678,src-5,proposed route/outcome unknown,Polohy,Polohy,49.91463,30.10524,UA.13,13,Kiev,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
193,23.03.22,2022-03-23,3,23,2022,Ukraine,successful,"Status: successful; Meanwhile, Ukrainian Deputy Prime Minister and Minister for Reintegration of the Temporarily Occupied Territories Iryna Vereschuk said that nine humanitarian corridors have been approved for Wednesday.
 
 ""Nine humanitarian corridors have been approved in the Donetsk region from Mariupol to Zaporizhzhya... Berdyansk-Zaporizhzhya. Twenty-four buses are currently at the entry to Berdyansk. At 10:00 a.m. local time (11:00 a.m. Moscow time), they will enter the city to start evacuation,"" Vereshchuk said at a press briefing on Wednesday.
 
 There are also plans to open humanitarian corridors in the Zaporizhzhya region: from Polohy to Zaporizhzhya and from Hulyaypole to Zaporizhzhya, she said.
 
 In the Kyiv region, there will be humanitarian corridors from Velyka Dymerka to Brovary, from Bohdanivka to Brovary, from Borodyanka to Bila Tserkva, and from Svetilnya to Brovary.
 
 Humanitarian corridors from Rubezhne to Bakhmut and from Nyzhne to Bakhmut will be opened in the Luhansk region.
 
 ""These routes will also transit other cities where buses will stop to collect people - in Lysychansk, Sievierodonetsk...,"" Vereshchuk said.
 
 Vereshchuk said earlier that Mariupol residents who earlier arrived in Berdyansk were expected to be evacuated from Berdyansk on Wednesday.
 
 ""On Wednesday morning, buses will start picking up people from the gathering point near the city sports center,"" she said in a video address on Tuesday evening.
 
 Buses and a vehicle with petrol for Mariupol residents' cars were also expected to arrive from Zaporizhzhya. A total of 1,100 Mariupol residents, 5,926 of them on their own vehicles, left Berdyansk for Zaporizhzhya on Tuesday. Humanitarian aid was also delivered to Berdyansk, Vereshchuk said. ;;;;; 2,912 residents of Mariupol reached Zaporizhzhya on their own vehicles  see source: https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678 ;;; https://interfax.com/newsroom/top-stories/77284/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678 ;;; https://interfax.com/newsroom/top-stories/77284/?sphrase_id=85990,src-152,successful,Hulyaypole,Hulyaypole,47.66685,36.25576,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
194,23.03.22,2022-03-23,3,23,2022,Ukraine,successful,"Status: successful; Meanwhile, Ukrainian Deputy Prime Minister and Minister for Reintegration of the Temporarily Occupied Territories Iryna Vereschuk said that nine humanitarian corridors have been approved for Wednesday.
 
 ""Nine humanitarian corridors have been approved in the Donetsk region from Mariupol to Zaporizhzhya... Berdyansk-Zaporizhzhya. Twenty-four buses are currently at the entry to Berdyansk. At 10:00 a.m. local time (11:00 a.m. Moscow time), they will enter the city to start evacuation,"" Vereshchuk said at a press briefing on Wednesday.
 
 There are also plans to open humanitarian corridors in the Zaporizhzhya region: from Polohy to Zaporizhzhya and from Hulyaypole to Zaporizhzhya, she said.
 
 In the Kyiv region, there will be humanitarian corridors from Velyka Dymerka to Brovary, from Bohdanivka to Brovary, from Borodyanka to Bila Tserkva, and from Svetilnya to Brovary.
 
 Humanitarian corridors from Rubezhne to Bakhmut and from Nyzhne to Bakhmut will be opened in the Luhansk region.
 
 ""These routes will also transit other cities where buses will stop to collect people - in Lysychansk, Sievierodonetsk...,"" Vereshchuk said.
 
 Vereshchuk said earlier that Mariupol residents who earlier arrived in Berdyansk were expected to be evacuated from Berdyansk on Wednesday.
 
 ""On Wednesday morning, buses will start picking up people from the gathering point near the city sports center,"" she said in a video address on Tuesday evening.
 
 Buses and a vehicle with petrol for Mariupol residents' cars were also expected to arrive from Zaporizhzhya. A total of 1,100 Mariupol residents, 5,926 of them on their own vehicles, left Berdyansk for Zaporizhzhya on Tuesday. Humanitarian aid was also delivered to Berdyansk, Vereshchuk said. ;;;;; 2,912 residents of Mariupol reached Zaporizhzhya on their own vehicles  see source: https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678 ;;; https://interfax.com/newsroom/top-stories/77284/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678 ;;; https://interfax.com/newsroom/top-stories/77284/?sphrase_id=85990,src-30,successful,Velyka Dymerka,Velyka Dymerka,50.59333,30.90313,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
